prenom,nom,titre_livre,nbpages,isbn,publisher_name
Robert C.,O'Brien,A Report from Group 17,223,9780689104459,Macmillan Publishers (United States)
Scott,O'Dell,Island of the Blue Dolphins,194,0-395-06962-9,Houghton Mifflin Harcourt
Scott,O'Dell,The King's Fifth,272,"ISBN 0-395-06963-7 (hardcover), ISBN 0-440-94538-0 (paperback)",Houghton Mifflin Harcourt
Scott,O'Dell,Sing Down the Moon,144,9780545356398,Houghton Mifflin Harcourt
Scott,O'Dell,My Name Is Not Angelica,130,"ISBN 0395510619, 9780395510612",Houghton Mifflin Harcourt
Stewart,O'Nan,Everyday People (novel),295,0-8021-1681-7,Grove Press
Stewart,O'Nan,Faithful (book),432,978-0-7432-6752-6,Charles Scribner's Sons
Tim,Obrien,Tomcat in Love,238,0-7679-0202-5,Broadway Books
Tim,Obrien,The Things They Carried,273,0767902890,Houghton Mifflin Harcourt
Andrew J.,Offutt,Swords Against Darkness V,288,0-89083-550-0,Kensington Books
Andrew J.,Offutt,Swords Against Darkness II,284,0-89083-293-5,Kensington Books
Andrew J.,Offutt,The Sword of Skelos,246,0-553-12970-8,Bantam Books
Andrew J.,Offutt,Swords Against Darkness III,288,0-89083-339-7,Kensington Books
Andrew J.,Offutt,Swords Against Darkness IV,272,ISBN 0-89083-539-X,Kensington Books
Andrew J.,Offutt,Swords Against Darkness,288,0-89083-293-5,Kensington Books
Lauren,Oliver,Pandemonium (novel),383,9780061978067,HarperCollins
Jack,Olsen,Night of the Grizzlies,221,"ISBN 0-943972-48-5 (First facsimile edition, paperback, 1996)",G. P. Putnam's Sons
Lance,Olsen,Girl Imagined by Chance,328,ISBN 1573661031,Fiction Collective Two
Lance,Olsen,Calendar of Regrets,456,ISBN 1573661570,Fiction Collective Two
Lance,Olsen,Nietzsche's Kisses,244,ISBN 1573661279,Fiction Collective Two
Lance,Olsen,Tonguing the Zeitgeist,192,ISBN 1882633040,Fiction Collective Two
Gerald W.,Page,Heroic Fantasy (anthology),320,0-87997-455-9,DAW Books
Gerald W.,Page,Nameless Places,279,0-87054-073-4,Arkham House
Chuck,Palahniuk,Stranger than Fiction: True Stories,233,"ISBN 0-385-50448-9 (first edition, hardcover)",Doubleday (publisher)
Chuck,Palahniuk,Choke (novel),304,0-385-50156-0,Doubleday (publisher)
Chuck,Palahniuk,Diary (novel),272,0-385-50947-2,Doubleday (publisher)
Chuck,Palahniuk,Invisible Monsters,297,0-393-31929-6,W. W. Norton & Company
Chuck,Palahniuk,Rant (novel),319,978-0-385-51787-4,Doubleday (publisher)
Chuck,Palahniuk,Damned (Palahniuk novel),247,978-0-224-09115-2,Jonathan Cape
Chuck,Palahniuk,Haunted (Palahniuk novel),416,0-385-50948-0,Doubleday (publisher)
Chuck,Palahniuk,Fight Club (novel),208,0-393-03976-5,W. W. Norton & Company
Chuck,Palahniuk,Lullaby (Palahniuk novel),272,0-385-50447-0,Doubleday (publisher)
Chuck,Palahniuk,Tell-All,179,978-0-385-52635-7,Doubleday (publisher)
Chuck,Palahniuk,Survivor (Palahniuk novel),304,0-393-04702-4,W. W. Norton & Company
Chuck,Palahniuk,Snuff (Palahniuk novel),208,978-0-385-51788-1,Doubleday (publisher)
Grace,Paley,The Collected Stories of Grace Paley,386,978-0-374-52431-9,"Farrar, Straus and Giroux"
Christopher,Paolini,Inheritance (Paolini novel),860,978-0375856112,Alfred A. Knopf
Christopher,Paolini,Eldest,668,ISBN 0-375-82670-X (hardcover edition),Alfred A. Knopf
Christopher,Paolini,Brisingr,749,978-0739368046,Alfred A. Knopf
Linda Sue,Park,Click (novel),217,978-0-439-41138-7,Arthur A. Levine Books
Linda Sue,Park,A Single Shard,152,0-395-97827-0,Houghton Mifflin Harcourt
Linda Sue,Park,Storm Warning (The 39 Clues),190,978-0-545-06049-3,Scholastic Corporation
Robert B.,Parker,Promised Land (novel),182,0-395-24771-3,Houghton Mifflin Harcourt
Robert B.,Parker,Blue Screen (novel),320,0-425-21598-9,Berkley Books
Robert B.,Parker,Perchance to Dream (novel),271,ISBN 978-0-399-13580-4,G. P. Putnam's Sons
Robert B.,Parker,Double Deuce,224,0-399-13721-1,G. P. Putnam's Sons
Robert B.,Parker,School Days (novel),304,0-399-15323-3,G. P. Putnam's Sons
Robert B.,Parker,Death in Paradise (novel),320,0-399-14779-9,G. P. Putnam's Sons
Robert B.,Parker,Bad Business,320,0-399-15145-1,G. P. Putnam's Sons
Robert B.,Parker,Spare Change (novel),304,978-0-399-15425-6,Berkley Books
Robert B.,Parker,The Judas Goat,181,0-395-26682-3,Houghton Mifflin Harcourt
Robert B.,Parker,Hundred-Dollar Baby,320,0-399-15376-4,G. P. Putnam's Sons
Robert B.,Parker,Crimson Joy,211,0-385-29651-7,Dell Publishing
Robert B.,Parker,Paper Doll (novel),223,0-399-13818-8,G. P. Putnam's Sons
Robert B.,Parker,Night and Day (Parker novel),304,978-0-399-15541-3,G. P. Putnam's Sons
Robert B.,Parker,Poodle Springs,290,ISBN 0-425-12343-X (pb),G. P. Putnam's Sons
Robert B.,Parker,A Catskill Eagle,311384,"0-385-29385-2, 0440111323",Dell Publishing
Robert B.,Parker,Small Vices,308,0-399-14244-4,G. P. Putnam's Sons
Robert B.,Parker,Thin Air (novel),293,0-399-14020-4,G. P. Putnam's Sons
Robert B.,Parker,Pastime (novel),223,0-399-13628-2,G. P. Putnam's Sons
Robert B.,Parker,Mortal Stakes,172,0-395-21969-8,Houghton Mifflin Harcourt
Robert B.,Parker,Stranger in Paradise (novel),304,978-0-399-15460-7,G. P. Putnam's Sons
Robert B.,Parker,A Savage Place,186,0-385-28951-0,Dell Publishing
Robert B.,Parker,High Profile,304,978-0-399-15404-1,G. P. Putnam's Sons
Robert B.,Parker,Pale Kings and Princes,256,978-0-385-29538-3,Dell Publishing
Robert B.,Parker,The Godwulf Manuscript,186,0-395-18011-2,Houghton Mifflin Harcourt
Robert B.,Parker,Early Autumn (Robert B. Parker novel),224,978-0-440-12214-2,Dell Publishing
Robert B.,Parker,Appaloosa (novel),288,0-399-15277-6,G. P. Putnam's Sons
Robert B.,Parker,Trouble in Paradise (Parker novel),324,0-399-14433-1,G. P. Putnam's Sons
Robert B.,Parker,Night Passage (novel),322,978-0-399-14304-5,G. P. Putnam's Sons
Robert B.,Parker,Sea Change (Parker novel),304,978-0-399-15267-2,G. P. Putnam's Sons
Robert B.,Parker,Potshot (novel),352,0-399-14710-1,G. P. Putnam's Sons
Robert B.,Parker,Looking for Rachel Wallace,219,0-440-04764-1,Dell Publishing
Robert B.,Parker,Taming a Sea-Horse,320,0-385-29461-1,Dell Publishing
Robert B.,Parker,Chasing the Bear,176,978-0-399-24776-7,Penguin Group
Robert B.,Parker,Walking Shadow,270,0-399-13920-6,G. P. Putnam's Sons
Robert B.,Parker,Back Story,304,0-399-14977-5,G. P. Putnam's Sons
Carolyn,Parkhurst,The Dogs of Babel,264,ISBN 0-316-16868-8,"Little, Brown and Company"
Ann,Patchett,The Patron Saint of Liars (novel),392,978-0-547-52020-9,Houghton Mifflin Harcourt
Susan,Patron,The Higher Power of Lucky,134,1-4169-0194-9,Simon & Schuster
Barbara,Paul,The Three-Minute Universe,265,"ISBN 0-671-65816-6 (first edition, paperback)",Pocket Books
Barbara,Paul,Your Eyelids Are Growing Heavy,187,0-385-17466-7,Doubleday (publisher)
Gary,Paulsen,The Rifle,112,0-440-21920-5,Bantam Books
Gary,Paulsen,Murphy's War (novel),152,0-671-66986-9,Pocket Books
Gary,Paulsen,Murphy's Ambush,112,0-8027-4149-5,Bloomsbury Publishing
Gary,Paulsen,Murphy's Stand,118,0-8027-1277-0,Bloomsbury Publishing
Gary,Paulsen,Murphy's Trail,137,0-8027-4154-1,Bloomsbury Publishing
Gary,Paulsen,The Gorgon Slayer,80,ISBN 0-440-41041-X,Random House
Gary,Paulsen,Harris and Me,168,978-0-15-292877-3,Harcourt (publisher)
Gary,Paulsen,Flight of the Hawk,96,0-440-41228-5,Random House
Gary,Paulsen,The Transall Saga,256,"0-606-17349-8, 9780606173490",Random House
Gary,Paulsen,The Glass Cafe,112,0-385-32499-5,Random House
Gary,Paulsen,Thunder Valley,96,ISBN 0-440-41220-X,Random House
Gary,Paulsen,The Cookcamp,115,0-531-05927-8,Scholastic Corporation
Gary,Paulsen,Rodomonte's Revenge,112,ISBN 0-440-41024-X,Random House
Gary,Paulsen,Dogsong,177,0-02-770180-8,Simon & Schuster
Gary,Paulsen,Brian's Winter,134,0-590-69013-2,Scholastic Corporation
Gary,Paulsen,How Angel Peterson Got His Name,128,0-385-72949-9,Random House
Gary,Paulsen,Grizzly (novel),80,ISBN 0-440-41217-X,Random House
Gary,Paulsen,My Life in Dog Years,144,978-0-385-32570-7,Dell Publishing
Gary,Paulsen,Sarny (novel),192,0-385-32195-3,Dell Publishing
Gary,Paulsen,Alida's Song,96,ISBN 0-385-32586-X,Dell Publishing
Gary,Paulsen,Canyons (novel),184,978-0-385-30153-4,Dell Publishing
Gary,Paulsen,Brian's Return,128,"ISBN 0-385-32500-2 (first edition, hardback)",Dell Publishing
Gary,Paulsen,Guts: The True Stories Behind Hatchet and the Brian Books,148,0-385-32650-5,Dell Publishing
Gary,Paulsen,Woods Runner,176,0385738846,Random House
Gary,Paulsen,Brian's Hunt,182,0439692210,Random House
Gary,Paulsen,The Treasure of El Patron,70,0-440-41048-7,Random House
Gary,Paulsen,Murphy's Herd,147,0-8027-4094-4,Bloomsbury Publishing
Gary,Paulsen,Murphy's Gold,123,0-8027-4078-2,Bloomsbury Publishing
Gary,Paulsen,Escape from Fire Mountain,80,0-440-41025-8,Random House
Gary,Paulsen,The Legend of Red Horse Cavern,80,0-440-41023-1,Random House
Gary,Paulsen,Curse of the Ruins,96,0-440-41225-0,Random House
Gary,Paulsen,Danger on Midnight River,80,0-440-41028-2,Random House
Gary,Paulsen,Project – A Perfect World,96,0-440-41045-2,Random House
Gary,Paulsen,The Creature of Black Water Lake,80,0-440-41211-0,Random House
Gary,Paulsen,The Rock Jockeys,80,0-440-41026-6,Random House
Gary,Paulsen,The Seventh Crystal,71,0-440-41051-7,Random House
Gary,Paulsen,Time Benders,96,0-440-41214-5,Random House
Gary,Paulsen,The Car (novel),192,978-0-15-292878-0,Harcourt (publisher)
Gary,Paulsen,Tucket's Gold,112,978-0-385-32501-1,Dell Publishing
Gary,Paulsen,Captive! (Paulsen novel),80,0-440-41042-8,Random House
Gary,Paulsen,The Tent (Paulsen novel),96,0-15-292879-0,Harcourt (publisher)
Gary,Paulsen,Dunc's Halloween,84,0-440-40659-5,Dell Publishing
Gary,Paulsen,Winterdance: The Fine Madness of Running the Iditarod,272,978-0-15-126227-4,Harcourt (publisher)
Richard,Peck,The Mouse with the Question Mark Tail,256,978-0142425305,Dial Press
Richard,Peck,Secrets at Sea,256,0-1424-2183-9,Dial Press
Richard,Peck,The Ghost Belonged to Me,183,ISBN 0-670-33767-6,Viking Press
Richard,Peck,A Long Way from Chicago,192,ISBN 0-8037-2290-7,Dial Press
George,Pelecanos,Shame the Devil,299,ISBN 0-316-69523-8 (Hardcover first edition),"Little, Brown and Company"
George,Pelecanos,The Big Blowdown,313,ISBN 0-312-14284-6 (Hardcover first edition),St. Martin's Press
George,Pelecanos,The Night Gardener,384,ISBN 0-316-15650-7 (Hardcover first edition),"Little, Brown and Company"
George,Pelecanos,Right as Rain,336,ISBN 0316695262 (Hardcover first edition),"Little, Brown and Company"
George,Pelecanos,Nick's Trip,276,ISBN 0-312-08862-0 (Hardcover first edition),St. Martin's Press
George,Pelecanos,Hell to Pay (novel),288,ISBN 0-316-69506-8 (Hardcover first edition),"Little, Brown and Company"
Dave,Pelzer,Help Yourself (book),218,0-452-28276-4,Penguin Group
Walker,Percy,The Message in the Bottle,335,1-399-23128-6,"Farrar, Straus and Giroux"
Walker,Percy,The Thanatos Syndrome,372,ISBN 0-374-27354-5 (hardback edition) & ISBN 0-586-08726-5 (paperback edition),"Farrar, Straus and Giroux"
John,Perkins,Confessions of an Economic Hit Man,250,0-452-28708-1,Berrett-Koehler Publishers
Tom,Perrotta,The Leftovers (novel),336,978-0-312-35834-1,St. Martin's Press
Tom,Perrotta,The Abstinence Teacher,358,"ISBN 0-312-35833-4 (1st edition, hardcover)",St. Martin's Press
Tom,Perrotta,Little Children (novel),368,0-312-31571-6,St. Martin's Press
Marisha,Pessl,Special Topics in Calamity Physics,519,ISBN 0-670-03777-X,Viking Press
Marisha,Pessl,Night Film: A Novel,602,978-1400067886,Random House
Emil,Petaja,Stardrift and Other Fantastic Flotsam,220,NA,"Fantasy Publishing Company, Inc."
Nathaniel,Philbrick,In the Heart of the Sea,320,0-670-89157-6,Viking Press
Alexander M.,Phillips,The Mislaid Charm,91,NA,Prime Press
Arthur,Phillips,The Tragedy of Arthur,368,0-8129-7792-0,Random House
Nancy,Pickard,Naked Came the Phoenix,320,978-0-312-25194-9,St. Martin's Press
Jodi,Picoult,The Pact (novel),451,ISBN 978-1-74114-036-1,Allen & Unwin
Jodi,Picoult,House Rules (novel),532,978-0-7432-9643-4,Simon & Schuster
Jodi,Picoult,Songs of the Humpback Whale (novel),352,0-7434-3101-4,Faber and Faber
Jodi,Picoult,Change of Heart (novel),447,978-0-7434-9674-2,Simon & Schuster
Jodi,Picoult,Keeping Faith,432,0-688-16825-6,William Morrow and Company
Jodi,Picoult,Second Glance,432,978-0-7434-5450-6,Simon & Schuster
Jodi,Picoult,Plain Truth,405,0-671-77613-4,Simon & Schuster
Jodi,Picoult,The Tenth Circle,387,1-74114-693-3,Allen & Unwin
Jodi,Picoult,Nineteen Minutes,455,978-1-74175-072-0,Simon & Schuster
Jodi,Picoult,Salem Falls,434,0-7434-1870-0,Simon & Schuster
Jodi,Picoult,Picture Perfect (novel),369,0-399-14040-9,G. P. Putnam's Sons
Jodi,Picoult,Handle with Care (novel),496,978-0-7432-9641-0,Simon & Schuster
Jodi,Picoult,Lone Wolf (Jodi Picoult novel),421,978-1-4391-0274-9,Simon & Schuster
Jodi,Picoult,Perfect Match (novel),368,0-7434-1872-7,Simon & Schuster
Jodi,Picoult,My Sister's Keeper (novel),432,0-7434-5452-9,Simon & Schuster
Jodi,Picoult,Sing You Home,480,978-1-4391-0272-5,Simon & Schuster
Tamora,Pierce,Bloodhound (novel),560,0-375-81469-8,Random House
Tamora,Pierce,The Realms of the Gods,209,0-689-31990-8,Atheneum Books
Tamora,Pierce,The Woman Who Rides Like a Man,253,ISBN 0-689-31117-6 (HB),Atheneum Books
Tamora,Pierce,Tris's Book,251,0-590-55357-7,Scholastic Corporation
Tamora,Pierce,Cold Fire (Pierce novel),384,ISBN 0-590-39655-2 (hardback edition) & ISBN 0-590-39656-0 (paperback edition),Scholastic Corporation
Tamora,Pierce,Daja's Book,240,ISBN 0-590-55358-5 (hardback edition) & ISBN 0-590-55410-7 (paperback edition),Scholastic Corporation
Tamora,Pierce,Alanna: The First Adventure,231,ISBN 0-689-30994-5,Atheneum Books
Tamora,Pierce,Emperor Mage,256,0-590-55802-1,Scholastic Corporation
Tamora,Pierce,Magic Steps,272,ISBN 0-590-39588-2 (hardback edition) & ISBN 0-590-39605-6 (paperback edition),Scholastic Corporation
Tamora,Pierce,In the Hand of the Goddess,232,"ISBN 0-689-31054-4 (first edition, hardback)",Atheneum Books
Tamora,Pierce,Sandry's Book,252,0-590-55356-9,Scholastic Corporation
Tamora,Pierce,Shatterglass,368,ISBN 0-590-39683-8 (hardback edition) & ISBN 0-439-97864-5 (paperback edition),Scholastic Corporation
Tamora,Pierce,Street Magic,300,ISBN 0-590-39628-5 (hardback edition) & ISBN 0-590-39643-9 (paperback edition),Scholastic Corporation
Tamora,Pierce,Wild Magic,260,"ISBN 0-689-31761-1 (first edition, hardback)",Simon & Schuster
Tamora,Pierce,Wolf-Speaker,182,"ISBN 0-689-31833-2 (first edition, hardback)",Simon & Schuster
Tamora,Pierce,Squire (novel),399,0-679-88916-7,Random House
Tamora,Pierce,Lady Knight,429,0-375-81465-5,Random House
Tamora,Pierce,Page (novel),268,0-679-88918-3,Random House
Tamora,Pierce,Mastiff (novel),608,978-0375838187,Random House
Tamora,Pierce,Briar's Book,258,0-590-55411-5,Scholastic Corporation
Tamora,Pierce,The Will of the Empress,595,1-86504-810-0,Scholastic Corporation
Tamora,Pierce,First Test,240,0-679-88917-5,Random House
Aprilynne,Pike,Illusions (Pike novel),384,ISBN 0-06-166809-5,HarperCollins
Jerry,Pinkney,The Lion & the Mouse,40,0-316-01356-0,"Little, Brown and Company"
Daniel,Pinkwater,Borgel,170,"ISBN 0-02-774671-2 (first edition, hardback)",Macmillan Publishers
Daniel,Pinkwater,The Worms of Kukumlima,307,"ISBN 0-525-43380-5 (first edition, hardback)",E. P. Dutton
Daniel,Pinkwater,Slaves of Spiegel,88,0-590-07753-8,Four Winds Press
Robert M.,Pirsig,Lila: An Inquiry into Morals,409,"ISBN 0-553-07873-9 (first edition, hardback)",Bantam Books
Valerie,Plame,"Fair Game: My Life as a Spy, My Betrayal by the White House",320,ISBN 1-4165-3761-9 (10) & ISBN 978-1-4165-3761-8 (13),Simon & Schuster
Abigail,Pogrebin,Stars of David: Prominent Jews Talk About Being Jewish,400,0767916131,Broadway Books
Eleanor H.,Porter,Just David,324,1-888692-05-7,Houghton Mifflin Harcourt
Jerry,Pournelle,Lucifer's Hammer,494,0-87223-487-8,Playboy
Jerry,Pournelle,The Gripping Hand,401,0-671-79573-2,Pocket Books
Jerry,Pournelle,High Justice,222,0-671-81104-5,Pocket Books
Jerry,Pournelle,Burning Tower,448,0-7434-1691-0,Pocket Books
Jerry,Pournelle,Footfall,495,"ISBN 0-345-32347-5 (first edition, hardcover)",Del Rey Books
Jerry,Pournelle,Janissaries (novel),335,0-671-87709-7,Ace Books
Jerry,Pournelle,Janissaries II: Clan and Crown,437,0-441-38294-0,Ace Books
Jerry,Pournelle,The Legacy of Heorot,368,978-0-671-64094-1,Simon & Schuster
Jerry,Pournelle,Escape from Hell (novel),336,978-0-7653-1632-5,Tor Books
Jerry,Pournelle,Exiles to Glory,216,0-441-22215-3,Ace Books
Richard,Powers,Prisoner's Dilemma (novel),248,0-688-07350-6,William Morrow and Company
Richard,Powers,The Echo Maker,464,0-374-14635-7,"Farrar, Straus and Giroux"
Richard,Powers,Plowing the Dark,415,0-374-23461-2,"Farrar, Straus and Giroux"
Richard,Powers,The Time of Our Singing,640,0-374-70467-8,"Farrar, Straus and Giroux"
Fletcher,Pratt,The Blue Star (novel),250,NA,Ballantine Books
Fletcher,Pratt,The Well of the Unicorn,338,NA,William Milligan Sloane III
Fletcher,Pratt,Wall of Serpents,223,NA,Avalon Books
Fletcher,Pratt,The Castle of Iron,224,NA,Gnome Press
Fletcher,Pratt,The Compleat Enchanter,341,N/A,Doubleday (publisher)
Fletcher,Pratt,The Mathematics of Magic: The Enchanter Stories of L. Sprague de Camp and Fletcher Pratt,512,1-886778-65-5,NESFA Press
Fletcher,Pratt,The Complete Compleat Enchanter,498,0-7474-0079-2,Sphere Books
Fletcher,Pratt,The Carnelian Cube,230,NA,Gnome Press
Fletcher,Pratt,Tales from Gavagan's Bar,228,NA,Gale (publisher)
Fletcher,Pratt,Land of Unreason,260,NA,Henry Holt and Company
Fletcher,Pratt,The Incomplete Enchanter,326,NA,Henry Holt and Company
John,Prendergast,Unlikely Brothers,272,978-0-307-46484-2 (0-307-46484-9),Random House
John,Prendergast,Not on Our Watch,192,1-4013-0335-8,Hyperion Books
John,Prendergast,The Enough Moment,304,978-0-307-46482-8 (0-307-46482-2),Random House
Steven,Pressman,Outrageous Betrayal,289,0-312-09296-2,St. Martin's Press
Douglas,Preston,Crimson Shore,460,978-1455536269,Grand Central Publishing
Douglas,Preston,Cemetery Dance (novel),435,ISBN 0-446-58029-5,Grand Central Publishing
Douglas,Preston,The Monster of Florence: A True Story,336,978-0-446-58119-6,Grand Central Publishing
Douglas,Preston,Tyrannosaur Canyon,368,0-7653-1104-6,Tor Books
Douglas,Preston,Brimstone (Preston and Child novel),497,ISBN 0-446-53143-X,Grand Central Publishing
Douglas,Preston,Relic (novel),480,0-8125-4326-2,Tor Books
Douglas,Preston,Impact (novel),368,978-0-7653-1768-1,Tor Books
Douglas,Preston,Gideon's Sword,342,978-0-446-56432-8,Grand Central Publishing
Douglas,Preston,Mount Dragon,512,0-7653-5996-0,Tor Books
Douglas,Preston,Jennie (novel),302,978-0-312-11294-3,St. Martin's Press
Douglas,Preston,Dance of Death (novel),451,0-446-57697-2,Grand Central Publishing
Douglas,Preston,The Book of the Dead (novel),640,0-446-61850-0,Grand Central Publishing
Douglas,Preston,Reliquary (novel),480,0-8125-4283-5,Tor Books
Douglas,Preston,Thunderhead (novel),496,0-446-60837-8,Grand Central Publishing
Douglas,Preston,The Codex (novel),416,0-7653-5997-9,Tor Books
Douglas,Preston,Blue Labyrinth,416,978-1455525898,Grand Central Publishing
Douglas,Preston,The Kraken Project,352,978-0765317698,Tor Books
Douglas,Preston,White Fire (novel),384,1-455-52583-9,Grand Central Publishing
Douglas,Preston,Fever Dream (novel),400,0-446-55496-0,Grand Central Publishing
Douglas,Preston,The Cabinet of Curiosities,565,0-446-53022-0,Grand Central Publishing
Douglas,Preston,Blasphemy (Preston novel),416,978-0-7653-1105-4,Tor Books
Douglas,Preston,Still Life with Crows,480,0-446-53142-1,Grand Central Publishing
Douglas,Preston,Two Graves,480,0-446-55499-5,Grand Central Publishing
Douglas,Preston,The Ice Limit,464,978-0-446-52587-9,Grand Central Publishing
Douglas,Preston,The Wheel of Darkness,400,0-446-58141-0,Grand Central Publishing
Douglas,Preston,Cold Vengeance (novel),368,ISBN 0-446-55498-7,Grand Central Publishing
E. Hoffman,Price,"Far Lands, Other Days",588,0-913796-01-8,Carcosa
E. Hoffman,Price,Book of the Dead (memoir),423,ISBN 0-87054-179-X,Arkham House
E. Hoffman,Price,Strange Gateways,208,NA,Arkham House
Richard,Price,Lush Life (novel),464,0-374-29925-0,"Farrar, Straus and Giroux"
Richard,Price,The Wanderers (Richard Price novel),239,0-395-18477-0,Houghton Mifflin Harcourt
Richard,Price,Bloodbrothers (Richard Price novel),271,0-395-24303-3,Houghton Mifflin Harcourt
Richard,Price,Freedomland (novel),546,0-7679-0024-3,Broadway Books
Richard,Price,Samaritan (Price novel),400,0-375-41115-1,Alfred A. Knopf
Cherie,Priest,I Am Princess X,240,978-0-545-62085-7,Arthur A. Levine Books
Cherie,Priest,Boneshaker (novel),416,0765318415,Tor Books
Elise,Primavera,The Secret Order of the Gumm Street Girls,464,0-06-056946-8,HarperCollins
Francine,Prose,Reading Like a Writer,275,0-06-077704-4,HarperCollins
